id,timecode,sensor.temperature,sensor.humidity
1,0,2.5259085697615866,20.4380594410756
2,0.1,-0.40116576697792394,20.4260326716015
3,0.2,3.1620417076426968,19.1115373404694
4,0.30000000000000004,3.2981266981381365,18.2796003069606
5,0.4,1.8329000174249657,17.3700087931561
6,0.5,-1.8265677481643765,19.6089279641662
7,0.6000000000000001,-0.3548781782195052,21.7676886726749
8,0.7000000000000001,1.1607896961716402,22.4429915889279
9,0.8,1.9855654596489967,20.7761977389689
10,0.9,7.052014387209714,19.9047336579101
11,1,4.014085793929467,20.7196224090527
12,1.1,1.1315008571945167,20.1463009343614
13,1.2000000000000002,0.6751017972976472,21.149139785767
14,1.3,2.630512950695649,19.9955711636542
15,1.4000000000000001,2.8479989959505385,20.4868018759548
16,1.5,2.8582238612566457,19.14958046249
17,1.6,4.4181835646842895,18.016788174705
18,1.7000000000000002,2.359913555363705,17.3112409760925
19,1.8,5.2425242652207675,17.1119080833453
20,1.9000000000000001,2.1207217623549623,17.1488307480008
21,2,4.369000970460534,18.9691179400742
22,2.1,5.79102330832101,19.9106309490643
23,2.2,5.518419021242641,20.1412697691456
24,2.3000000000000003,7.072322486832507,19.0748262203062
25,2.4000000000000004,5.558475942499949,17.9885954501899
26,2.5,6.885068467392184,17.3899598318219
27,2.6,8.250841701237428,16.9466154458412
28,2.7,4.895005933513344,17.5387974440955
29,2.8000000000000003,3.9013609079500666,19.0656025974678
30,2.9000000000000004,6.753571018719222,18.7194492835954
31,3,6.374057946407885,20.7457936538291
32,3.1,5.940723187967984,19.476191161822
33,3.2,6.336469613965505,19.5224113100658
34,3.3000000000000003,6.076187879989275,21.7459184110317
35,3.4000000000000004,8.99601530213194,22.6142279417254
36,3.5,10.008955935932292,22.0919472389522
37,3.6,9.847205052257785,20.4120762309866
38,3.7,7.156643629725004,20.1501134204145
39,3.8000000000000003,10.6400007088786,19.6499808928205
40,3.9000000000000004,7.7472664282495876,19.4105025581308
41,4,11.959085434641565,19.9939503672281
42,4.1000000000000005,9.696758743712637,19.6746610955217
43,4.2,7.796269601588942,22.418298500429
44,4.3,7.158825672113869,23.8166431755697
45,4.4,6.605273147343226,24.0833269327821
46,4.5,6.917089363883605,23.5238190489084
47,4.6000000000000005,6.024847624067167,21.4248221762094
48,4.7,11.56384606264494,21.0456147726023
49,4.800000000000001,11.0073836817109,19.9397279969815
50,4.9,8.975247976079133,18.8674270253138
51,5,10.042839886295745,20.8614494844894
52,5.1000000000000005,8.831812453006503,20.0185408696956
53,5.2,14.536545646121917,19.8935290326503
54,5.300000000000001,8.125639094635996,19.0556099245182
55,5.4,9.662926288258777,18.1668752997969
56,5.5,10.323155152995191,19.044917197473
57,5.6000000000000005,11.103346029211174,18.0349244705064
58,5.7,9.559367251674798,18.5441456612498
59,5.800000000000001,5.48831255718021,18.4146789695466
60,5.9,7.4341073214905595,17.6196719321342
61,6,10.697725076225419,18.1387011790292
62,6.1000000000000005,9.970803769474564,18.3736980449717
63,6.2,8.117912116800944,18.5570354409754
64,6.300000000000001,9.767559797724251,20.1345768310414
65,6.4,8.362957308666058,21.0106918633383
66,6.5,10.464794246002088,20.998704371414
67,6.6000000000000005,7.111139301966724,20.8364209545228
68,6.7,10.667995351298524,19.6393647523039
69,6.800000000000001,10.401439554711706,19.1775783574303
70,6.9,9.997435805421922,20.2840639436741
71,7,9.861185290607434,20.4990165885281
72,7.1000000000000005,10.287357989993,20.8312139041053
73,7.2,8.418297173728943,22.6312892846033
74,7.300000000000001,9.415478863496663,21.3984372867526
75,7.4,10.91348928996198,21.7895075161914
76,7.5,11.712503367339709,22.7452078913828
77,7.6000000000000005,9.717448320444785,21.0419078450688
78,7.7,9.107782228234218,20.4530874269221
79,7.800000000000001,7.426635334447903,19.4361104082329
80,7.9,6.277239244549218,18.8302615826659
81,8,7.454091474516265,17.9650112206115
82,8.1,11.446580454412581,17.6164139796418
83,8.200000000000001,10.367196635958592,19.5756139690223
84,8.3,8.262806293188376,20.7977501302035
85,8.4,7.725645995181948,21.9734615759693
86,8.5,7.605319056176231,23.2359970718429
87,8.6,10.299932713776336,22.0554096638094
88,8.700000000000001,7.611836448995784,21.8810601721097
89,8.8,10.527707483320963,20.8035913752975
90,8.9,9.156233102356879,19.787519523077
91,9,10.303757032884754,20.4520678988098
92,9.1,5.795989583872166,20.442429486198
93,9.200000000000001,7.391873093573802,19.4267530667655
94,9.3,5.441346802373979,19.1236025229832
95,9.4,8.219017731209808,20.6302464365146
96,9.5,7.084906341865958,21.9341602898672
97,9.600000000000001,6.09577091969761,20.4718385614912
98,9.700000000000001,9.382536417827126,20.2214159889966
99,9.8,6.734952794296386,20.4880324254159
100,9.9,8.072390834034305,18.6714272913199
101,10,8.40376109268632,20.2555495908229
102,10.100000000000001,5.020222769856262,19.8171224568515
103,10.200000000000001,8.12354199318769,20.4042538039775
104,10.3,7.796604942471765,20.0662849175348
105,10.4,5.865514885270422,21.5938981782844
106,10.5,1.737636657209733,19.8334692950444
107,10.600000000000001,2.7386645367878,19.5833025149406
108,10.700000000000001,3.781716772928204,18.2290527543069
109,10.8,4.132221464437766,18.9087588032343
110,10.9,8.723043446087924,21.5410993081739
111,11,5.208432449127696,20.4204299335837
112,11.100000000000001,1.8484107337664302,20.4016930347045
